ISO,Country,Data source,Sector,Gas,Unit,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
MDG,Madagascar,Climate Watch,Total including LUCF,CO2,MtCO₂e,13.36,13.1,12.13,13.0,12.24,12.51,12.22,12.33,12.05,11.97,11.79,11.24,22.87,22.68,22.78,22.73,22.64,22.71,22.64,22.55,22.12,22.68,29.56,29.58,29.49,29.28,29.16,29.22,29.02,28.8,28.77,28.76,28.7
